Name,Link,Universe,Other Aliases,Education,Place of Origin,Identity,Known Relatives
Eternity,https://www.marvel.com/characters/eternity,['Marvel Universe'],"['Sai Anand, Socrates Carvopolis, Entropy, Ivan, Adam Qadmon, Shakti']",['Inapplicable'],['Inapplicable'],"[""Inapplicable; the general populace of Earth is unaware of Eternity's existence""]","['Inapplicable; has referred to Infinity as his mate; has referred to Death, Oblivion, Galactus, Empathy, Eulogy, Expediency, Entropy, Epiphany and Enmity as offspring']"
Everett Ross,https://www.marvel.com/characters/everett-k-ross,,,,,,
Evilhawk,https://www.marvel.com/characters/evilhawk,['Marvel Universe'],['None known'],['Unrevealed'],['Planet Luq'],"[""The general inhabitants of Earth were unaware of Evilhawk's existence.""]",['Dargin Ryne (brother)']
Excavator,https://www.marvel.com/characters/excavator,,,,,,['Brian Calusky (father)']
Skurge,https://www.marvel.com/characters/skurge,,,,,,
Exodus,https://www.marvel.com/characters/exodus,['Marvel Universe'],"['Paris Bennet, impersonated Magneto']",,,['Secret'],['None']
Eye-Scream,https://www.marvel.com/characters/eye-scream,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Eyeball,https://www.marvel.com/characters/eyeball,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],['Secret'],['None']
Ezekiel,https://www.marvel.com/characters/ezekiel,['Marvel Universe'],,['College educated (MBA)'],,['Secret'],['Unidentified father (deceased)']
Fabian Cortez,https://www.marvel.com/characters/fabian-cortez,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['No dual identity'],"['Anne-Marie Cortez (sister, deceased)']"
Fader,https://www.marvel.com/characters/fader,['Marvel Universe'],['None'],,"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Fafnir,https://www.marvel.com/characters/fafnir-nastrond,['Marvel Universe'],['None known'],['Unrevealed'],"['Nastrond, in the dimension of Asgard']",['Secret'],['Unrevealed']
Falki,https://www.marvel.com/characters/falki,,,['Unrevealed'],"['Unrevealed, presumably Asgard']",,['Unrevealed']
Fallen One,https://www.marvel.com/characters/fallen-one,['Marvel Universe'],['None Known'],['Unrevealed'],['Unrevealed'],['Unknown to the general populace of Earth'],['Unrevealed']
Fallen One,https://www.marvel.com/characters/fallen-one-tryco-slatterus,['Marvel Universe'],['Champion of the Universe'],['Unrevealed'],"['The Ancrindo Nebula, in the direction of the Magellanic Clouds']",['His true nature is disbelieved by the general public'],"['All of the bipeds in the Thudrax, Baccan and Velabian star systems are reputed to be his offspring']"
Fandral,https://www.marvel.com/characters/fandral,['Marvel Universe'],"['Fandral the Dashing, Freddie Moyer']",['Unrevealed'],['Unrevealed'],['No dual identity'],['Unrevealed']
Fang,https://www.marvel.com/characters/fang,['Marvel Universe'],['None'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Fantasma,https://www.marvel.com/characters/fantasma,['Marvel Universe'],,"['Unrevealed, although, Fantasma is adapted in the arts of sorcery.']",['Unrevealed'],['Secret'],['None']
Fantomex,https://www.marvel.com/characters/fantomex,['Marvel Universe'],"['Jean-Phillipe, Weapon XIII']",['Unrevealed'],"['The World, London, England, U.K.']",['Secret'],['Unidentified mother (presumed deceased)']
Farley Stillwell,https://www.marvel.com/characters/farley-stillwell,['Marvel Universe \n|real_name=Dr. Farley Stillwell \n|identity= No dual identity \n|occupation=Researcher  \n|place_of_birth=Unrevealed \n|groups= None \n|citizenship= U.S citizen with no criminal record (deceased) \n|education= College graduate with a doctoral d'],,,,,
Fasaud,https://www.marvel.com/characters/fasaud,['Marvel Universe'],['None'],['Unrevealed'],['Presumably Aquiria'],['Secret (believed to be deceased)'],['Unrevealed']
Fashima,https://www.marvel.com/characters/fashima,['Marvel Universe'],['None known'],['Unrevealed'],['Unrevealed'],['Secret'],['None known']
Fat Cobra,https://www.marvel.com/characters/fat-cobra,['Marvel Universe'],['None'],"[""Unrevealed, but with all of the places Fat Cobra has lived, it is probable he's been taught a great number of things about a great number of subjects""]",['Peng Lai Island'],['Known to many throughout the world and beyond the stars'],"['Unidentified mother and father (presumably deceased), hundreds of unidentified children (deceased)']"
Father Time,https://www.marvel.com/characters/father-time,['Marvel Universe'],"['Elder of the Universe, Elder']",,,['Secret'],
Faze,https://www.marvel.com/characters/faze,['Marvel Universe'],['None'],['Unrevealed'],['Presumably Xarth Three'],['Secret'],['Unrevealed']
Fen,https://www.marvel.com/characters/fen,['Marvel Universe'],"['Queen of the Shark, Goddess of the Seas']",['Royal tutors of Atlantis'],['Antarctic Atlantis'],['No dual identity'],"[""Leonard McKenzie (husband, deceased), Namor McKenzie (Sub-Mariner, son), Dorma (daughter-in-law, deceased), Thakorr (father, deceased), Korra (mother, presumed deceased), Daka (half-brother), Unidentified brother-in-law (Zarina's, husband), Beemer (nephew), Byrrah (cousin/stepbrother, deceased), Kamar (grandson, deceased), Aquaria Nautica (Namora, adopted niece), Talan (adopted nephew-in-law), Namorita Prentiss (adopted grand niece, deceased), Wathan (cousin, presumed deceased), Arkus, Bobo, Byrrahna, Dara (deceased), Namita, Seth, other cousins""]"
Fer-de-Lance,https://www.marvel.com/characters/fer-de-lance,['Marvel Universe'],['None known'],['High school graduate'],"['San Juan, Puerto Rico']",['Known to authorities'],['None known']
Feral,https://www.marvel.com/characters/feral-maria-callasantos,['Marvel Universe'],['None'],['Unrevealed'],"['The Bronx, NY']",['Secret'],"['Carolina Callasantos (sister, deceased); Matteo Callasantos (brother, deceased); Thornn (Lucia Callasantos, sister)']"
Ferocia,https://www.marvel.com/characters/ferocia,['Marvel Universe'],['Fera'],['Unrevealed'],['K’un Lun'],['No dual identity'],['Unidentified wolf parents and siblings from pack.']
Feron,https://www.marvel.com/characters/feron,['Marvel Universe'],['Executioner'],['Educated in magic and the classics; otherwise unrevealed'],"['Monastery, County Sligo, Republic of Ireland']",['No dual identity'],['Feron (a thousand generations of ancestors all of that name)']
Fetish,https://www.marvel.com/characters/fetish,['Marvel Universe'],['None known'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Filius,https://www.marvel.com/characters/filius,['Marvel Universe'],['None'],['Home schooled by Captain Omen'],['Infra-World'],['Secret'],['Captain Omen (father)']
Fin Fang Foom,https://www.marvel.com/characters/fin-fang-foom,['Marvel Universe'],"['""He Whose Limbs Shatter Mountains and Whose Back Scrapes the Sun""']",,"['Kakaranathara, AKA Maklu-IV, Maklu System, Greater Magellanic Cloud']",['No dual identity'],['None']
Finesse,https://www.marvel.com/characters/finesse,['Marvel Universe'],['Assassin Chick'],['Graduated from M.I.T. at fourteen'],['Unrevealed'],['Secret'],['Unidentified parents']
Firebird,https://www.marvel.com/characters/firebird,['Marvel Universe'],"['Pajaro Del Fuego, Firemaiden, La Espirita']",['State College graduate (social work degree)'],"['Buena Vista, New Mexico']",['Secret'],"[""Mr. & Mrs. Juarez (full names unrevealed), at least two brothers (names unrevealed), Chita Juarez (grandmother, deceased), Benito Juarez (grandfather, presumably deceased), Carlotta Valdez (ancestor, Chita's great-aunt, deceased)""]"
Firelord,https://www.marvel.com/characters/firelord-earth-691,['Earth-691'],,['Unrevealed'],['Xandar'],['Secret'],['None']
Firelord,https://www.marvel.com/characters/firelord-pyreus-kril,['Marvel Universe'],['None'],['Xandarian Nova Corps Academy'],"['Planet Xandar, Tranta system, Andromeda Galaxy']",['Secret'],['None']
Firepower,https://www.marvel.com/characters/firepower-jack-taggert,['Marvel Universe'],['Unrevealed'],['Military training'],['Unrevealed'],['Publicly known'],['Unrevealed']
Firestar,https://www.marvel.com/characters/firestar,['Marvel Universe'],"['Lady Comet, Angel']","['High school, plus Massachusetts academy classes, university graduate, now a graduate student majoring in Art History (Marvel Divas #1)']",['Unrevealed'],"['Secret, but known to certain government officials']","['Bartholomew ""Bart"" Jones (father), ""Nana"" (grandmother, deceased), Vance Astrovik (Justice, fiancé)']"
Fireworks Fielstein,https://www.marvel.com/characters/fireworks-fielstein,['Marvel Universe'],['Fireworks'],['Presumably a college degree'],['Unrevealed'],['Known'],"['Unidentified wife, unidentified child']"
Fixer,https://www.marvel.com/characters/fixer-paul-norbert-ebersol,['Marvel Universe'],['Techno'],['Unrevealed'],"['Dayton, Ohio']",['Publicly known'],['None']
Fixer,https://www.marvel.com/characters/fixer-roscoe-sweeny,['Marvel Universe'],['None'],['Unknown'],['Unknown'],['Publicly known'],['None known']
Flag-Smasher,https://www.marvel.com/characters/flag-smasher,['Marvel Universe'],,,,,
Agent Anti-Venom,https://www.marvel.com/characters/flash-thompson,['Marvel Universe'],"['Lightning Three; has impersonated Stilt-Man, Hobgoblin, Spider-Man']","['High-school graduate, some college courses and military training']","['Forest Hills, Queens, NY']",['Known to authorities'],"['Harrison (father), Rosie (mother), Jessie (sister)']"
Flashfire,https://www.marvel.com/characters/flashfire,['Marvel Universe'],['Formerly Tempest'],,"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Flaw,https://www.marvel.com/characters/flaw,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],['Secret'],['Unknown']
Flux,https://www.marvel.com/characters/flux,['Marvel Universe'],"['Benny, Private Tibbets']",['Tibbets was trained by the US Army'],['Unrevealed'],['Secret'],['Unidentified mother']
Fly,https://www.marvel.com/characters/fly,['Marvel Universe'],['Human Fly'],['Unrevealed'],,['Known to authorities'],['None']
Flying Tiger,https://www.marvel.com/characters/flying-tiger,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Known to authorities'],['Unrevealed']
Foggy Nelson,https://www.marvel.com/characters/foggy-nelson,,,,,,
Foolkiller,https://www.marvel.com/characters/foolkiller-gregory-salinger,,,,,,
Foolkiller,https://www.marvel.com/characters/foolkiller-kurt-gerhardt,['Marvel Universe'],"['Gregory Ross Curtis, Miles Fish, J.D. Pierre']","[""Bachelor's degree in finance""]",,['Publicly known'],"['Eleanor (ex-wife), Wilhelm R. Gerhardt (father, deceased)']"
Foolkiller,https://www.marvel.com/characters/foolkiller-michael-mike-trace,['MAX-Universe (Earth-200111)'],"['Mike, Foolman']",,['Earth-200111'],,"['Evelyn Trace (mother, deceased), Mr. Trace (father, deceased)']"
Foolkiller,https://www.marvel.com/characters/foolkiller-ross-g-everbest,['Marvel Universe'],['Heaven’s Finest Warrior'],['High School dropout'],,['Publicly known after death'],"['Unidentified parents (deceased), grandmother (presumed deceased)']"
Force,https://www.marvel.com/characters/force-clay-wilson,['Marvel Universe'],"['Taylor, Carl Walker, Iron Man, Ultimate Weapon, Ultimate Defense']",['Graduate student in physics; has yet to earn Ph.D.'],"['Unrevealed, possibly someplace in Missouri']",['Wilson (publicly known); Walker (secret)'],['Unidentified wife']
Forge,https://www.marvel.com/characters/forge,['Marvel Universe'],"['Cheyenne, Maker']",['Unrevealed; presumably completed doctorate'],['Unrevealed'],['Known to authorities'],['None']
Forge,https://www.marvel.com/characters/forge-age-of-apocalypse,['Age of Apocalypse'],['Forge'],['Unrevealed'],['Unrevealed'],['Secret'],['None known']
Forge,https://www.marvel.com/characters/forge-earth-998,['Earth-998'],['Maker'],['Unrevealed'],['Earth-998'],['Publicly known'],['None']
Forgotten One,https://www.marvel.com/characters/forgotten-one,['Marvel Universe'],"['Gilgamesh, Hero, Hercules, Samson, many other aliases as yet unrevealed']",['Unrevealed'],['Unrevealed'],['Secret'],"['Unrevealed, possibly none']"
Foxbat,https://www.marvel.com/characters/foxbat,['Marvel Universe'],['None known'],['Unrevealed'],['Unrevealed'],"[""The general populace of Earth was unaware of Foxbat's existence.""]",['Unknown']
Fracture,https://www.marvel.com/characters/fracture,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Fraktur,https://www.marvel.com/characters/fraktur,['Marvel Universe'],,['Unrevealed'],['Kakaranthara'],['Secret'],['Fin Fang Foom (distant cousin)']
Frankenstein's Monster,https://www.marvel.com/characters/frankenstein-s-monster,['Marvel Universe'],"['Adam, Frank, ""Frankenstein,"" Frankenstein Monster, Handsome, Monster of Frankenstein']",['Self-educated'],"['Castle Frankenstein, Ingolstadt, Bavaria, Germany']",['Existence disbelieved by general public'],['Victor Frankenstein (creator)']
Franklin Richards,https://www.marvel.com/characters/franklin-richards,,,,,,
Franklin Storm,https://www.marvel.com/characters/franklin-storm,['Marvel Universe'],['None'],['Medical school'],['Unrevealed'],['Publicly Known'],"['Susan Storm (daughter), Johnny Storm (son), Mary Storm (wife, deceased), Reed Richards (son-in-law), Franklin Richards (grandson), Valeria Richards (granddaughter)']"
Freak,https://www.marvel.com/characters/freak,['Marvel Universe'],['Armadillo Man'],['High school drop out'],"['Brooklyn, New York, New York']",['Secret'],['None']
Freakshow,https://www.marvel.com/characters/freakshow,['Marvel Universe'],['Freakshow'],['Unrevealed'],['Genosha'],['Secret'],['None Known']
Fred Pierson,https://www.marvel.com/characters/fred-pierson,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['No dual identity'],['Unidentified wife']
Fredd,https://www.marvel.com/characters/fredd,,,['Unrevealed'],['Unrevealed'],"[""The general inhabitants of Earth are unaware of Fredd's existences.""]",['Elysius (mother) and the original Captain Marvel (father) via a process of cloning']
Frederick Foswell,https://www.marvel.com/characters/frederick-foswell,['Marvel Universe'],"['Patch, the Big Man']",['College educated'],"['Queens, New York']",['(Patch) Secret; (Big Man) Publicly known'],"['Janice Foswell (daughter), unnamed wife']"
Free Spirit,https://www.marvel.com/characters/free-spirit,['Marvel Universe'],"['Spirit, Freebie; formerly Coachwhip']","['College student, Hayden college']","['Macomb, Illinois']",['Secret'],['Mr. and Mrs. Webster (parents)']
Freebooter,https://www.marvel.com/characters/freebooter-earth-982,['MC2 (Earth-982)'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Freedom Ring,https://www.marvel.com/characters/freedom-ring,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Publicly known (posthumously)'],['None']
Freezer Burn,https://www.marvel.com/characters/freezer-burn,['Marvel Universe'],"['Jack Croft, The Freezer']",['Unrevealed'],['Unrevealed'],['Secret'],"['Heather McDermott (girlfriend, deceased), unidentified child']"
Frenchie,https://www.marvel.com/characters/frenchie-jean-paul-duchamp,['Marvel Universe'],"['""Frenchie"", Bloodline, Monsieur LeBlanc']",,"['Paris, France']",,"['Pierre Latrec (grandfather, deceased), Charlette Latrec, Yves DuChamp, Henri Remont (ancestors, deceased)']"
Frey,https://www.marvel.com/characters/frey,['Marvel Universe'],['None'],,['The realm of Asgard'],['Secret'],['Idunn (Sister)']
Freyja,https://www.marvel.com/characters/freyja,,,,,,
Friendly Neighborhood Spider-Man,https://www.marvel.com/characters/friendly-neighborhood-spider-man,,,,,,
Frigga,https://www.marvel.com/characters/frigga,['Marvel Universe'],"['Freda Barker, Fricka, Frig, Frijja']",['Unrevealed'],['Asgard'],['No dual identity'],"['Odin (husband, deceased); Balder, Hermod, Tyr (sons); Thor, Loki (foster sons)']"
Leapfrog,https://www.marvel.com/characters/frog-man-eugene-patilio,,,,,,
Fury,https://www.marvel.com/characters/fury,,['None'],['None'],['U.K. (Earth-238)'],['No dual identity'],['None']
